Product,Price,Ratings,Specs,PageNumber,Discount
HP 14s Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s-DR1010TU Thin and Light Laptop,"₹72,990",4.6,Intel Core i7 Processor (10th Gen),12,9.0
Lenovo Yoga Slim 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14IIL05 Thin and...,"₹74,990",4.1,Intel Core i5 Processor (10th Gen),12,33.0
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 5409 Thin an...,"₹65,471",4.3,Intel Core i5 Processor (11th Gen),12,1.0
Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,"₹57,990",4.4,AMD Ryzen 7 Octa Core Processor,12,4.0
DELL Inspiron Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10) INSPIRON 3505 Notebook,"₹55,371",,AMD Ryzen 5 Quad Core Processor,12,10.0
ASUS VivoBook 15 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) X543UA-DM341T Laptop,"₹30,990",4.0,Intel Core i3 Processor (7th Gen),12,20.0
acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,"₹1,26,500",4.6,Intel Core i7 Processor (10th Gen),12,15.0
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,"₹67,990",4.0,AMD Ryzen 7 Octa Core Processor,12,24.0
MSI Modern 14 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Modern 14 B10MW-426IN Laptop,"₹39,990",4.5,Intel Core i3 Processor (10th Gen),12,25.0
ASUS VivoBook Gaming (2020) Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics...,"₹69,990",4.3,Intel Core i7 Processor (10th Gen),12,30.0
Lenovo Ideapad Flex 5 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14IIL05 2 in 1 Laptop,"₹51,990",4.4,Intel Core i3 Processor (10th Gen),12,19.0
Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Laptop,"₹61,790",,Intel Core i3 Processor (11th Gen),12,
Lenovo B50-70 Notebook (4th Gen Ci5/ 8GB/ 1TB/ Win8/ 2GB Graph) (59-427747),"₹52,490",3.8,Intel Core i5 Processor (4th Gen),13,
Avita Cosmos 2 in 1 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 10 Home) NS12T5IN025P 2 in 1 ...,"₹17,990",4.6,Intel Celeron Dual Core Processor,13,23.0
MSI GS Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1060) GS65...,"₹1,49,990",4.1,512 GB SSD for Reduced Boot Up Time and in Game Loading,13,11.0
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphic...,"₹63,990",,AMD Ryzen 5 Hexa Core Processor,13,26.0
MSI Prestige 14 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prestige 14 A10RAS...,"₹99,990",4.1,Intel Core i7 Processor (10th Gen),13,19.0
Lenovo Legion 5 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,"₹71,990",4.4,Intel Core i5 Processor (10th Gen),13,35.0
ASUS ROG Zephyrus S Core i7 9th Gen - (24 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX...,"₹1,69,990",,Intel Core i7 Processor (9th Gen),13,47.0
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,"₹42,990",3.9,Intel Core i5 Processor (10th Gen),13,35.0
lenovo Ideapad Slim 5i Core i5 11th Gen Intel EVO - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15ITL05...,"₹60,990",4.4,Intel Evo platform feat 11th Gen Intel Core i5 processor,13,23.0
Lenovo Ideapad S145 Ryzen 5 Quad Core 3500U - (8 GB/1 TB HDD/Windows 10 Home) S145-15API Laptop,"₹44,999",4.2,AMD Ryzen 5 Quad Core Processor,13,15.0
ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) K513EA-BQ303TS Thin and Light Laptop,"₹44,590",,Intel Core i3 Processor (11th Gen),13,18.0
Lenovo Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/3 GB Graphics/NVIDIA GeForce GTX 1050) L340-15...,"₹49,990",4.1,Intel Core i5 Processor (9th Gen),13,28.0
ASUS ZenBook Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) UX430UA-GV307T Thin and Light Laptop,"₹54,990",4.2,Intel Core i5 Processor (8th Gen),13,1.0
ASUS ROG Zephyrus S15 Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce ...,"₹1,99,989",,Intel Core i7 Processor (10th Gen),13,38.0
DELL Vostro Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) Vostro 3405 Thin and Light Lapto...,"₹31,490",3.8,AMD Ryzen 3 Dual Core Processor,13,13.0
Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,"₹57,990",4.4,AMD Ryzen 7 Octa Core Processor,13,4.0
MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-423IN Laptop,"₹49,990",4.4,Intel Core i5 Processor (10th Gen),13,12.0
ASUS VivoBook Flip 14 Ryzen 3 Quad Core 4300U - (4 GB/256 GB SSD/Windows 10 Home) TM420IA-EC096TS 2 in...,"₹50,590",4.8,AMD Ryzen 3 Quad Core Processor,13,19.0
HP Spectre x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 13-aw0204TU 2 in 1 Laptop,"₹99,990",4.4,Intel Core i5 Processor (10th Gen),13,14.0
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,"₹67,990",4.0,AMD Ryzen 7 Octa Core Processor,13,24.0
MSI Prestige 14 EVO Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Prestige 14 Evo A11M-463IN T...,"₹94,990",,Intel Core i7 Processor (11th Gen),13,9.0
DELL Inspiron Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 7391 2 in 1 Laptop,"₹1,09,729",,Intel Core i7 Processor (10th Gen),13,8.0
ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) ExpertBook P2 P2451FB Thin and...,"₹69,290",,Intel Core i5 Processor (10th Gen),13,11.0
Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Laptop,"₹61,790",,Intel Core i3 Processor (11th Gen),13,
ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and ...,"₹1,54,990",5.0,Intel Core i7 Processor (10th Gen),14,10.0
ASUS ROG Zephyrus S Core i7 9th Gen - (24 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX...,"₹1,69,990",,Intel Core i7 Processor (9th Gen),14,47.0
Avita Liber Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A8INF542-CS Thin and Light Laptop,"₹40,890",4.0,Intel Core i5 Processor (10th Gen),14,22.0
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphic...,"₹63,990",,AMD Ryzen 5 Hexa Core Processor,14,26.0
ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P24...,"₹86,990",,Intel Core i5 Processor (10th Gen),14,
APPLE MacBook Pro with Touch Bar Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Catalina) MXK72HN/A,"₹1,32,990",4.6,Intel Core i5 Processor (8th Gen),14,6.0
LG Gram Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) Gram 15Z990 Thin and Light Laptop,"₹69,990",4.8,Intel Core i5 Processor (8th Gen),14,28.0
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,"₹42,990",3.9,Intel Core i5 Processor (10th Gen),14,35.0
MSI WF65 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Pro/4 GB Graphics/NVIDIA Quadro T100...,"₹1,59,990",,Intel Core i7 Processor (10th Gen),14,11.0
ASUS ZenBook Flip 13 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX363EA-HP501TS 2 in 1 Lapto...,"₹94,990",,Intel Core i5 Processor (11th Gen),14,14.0
MSI GL Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce 1050Ti...,"₹99,990",,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",14,
Lenovo Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/3 GB Graphics/NVIDIA GeForce GTX 1050) L340-15...,"₹49,990",4.1,Intel Core i5 Processor (9th Gen),14,28.0
DELL XPS Core i5 11th Gen Intel EVO - (8 GB/512 GB SSD/Windows 10 Home) XPS 9310 Thin and Light Laptop,"₹1,52,149",,Intel Evo platform feat 11th Gen Intel Core i5 processor,14,2.0
DELL Ryzen 5 Dual Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3505 Laptop,"₹49,990",,AMD Ryzen 5 Dual Core Processor,14,
ASUS ZenBook Pro 15 Core i9 8th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) UX580GE-E2032T La...,"₹2,04,990",5.0,First Ever Screenpad,14,2.0
Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,"₹57,990",4.4,AMD Ryzen 7 Octa Core Processor,14,4.0
MSI Core i7 7th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce GTX 1070...,"₹1,85,990",4.2,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",14,
ASUS ZenBook 14 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX433FA-A6111T Thin and Light Lapt...,"₹85,990",4.5,Intel Core i7 Processor (8th Gen),14,14.0
ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and L...,"₹1,67,990",,Intel Core i7 Processor (10th Gen),14,17.0
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,"₹67,990",4.0,AMD Ryzen 7 Octa Core Processor,14,24.0
Avita Pura Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home in S Mode) NS14A6INV561-PDGYB Th...,"₹30,792",4.2,AMD Ryzen 5 Quad Core Processor,14,41.0
HP 15 Core i7 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 15-dc0082TX Laptop,"₹1,16,941",,Intel Core i7 Processor (8th Gen),14,
MSI Creator 17 Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 207...,"₹2,64,990",,Intel Core i7 Processor (10th Gen),14,15.0
Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Laptop,"₹61,790",,Intel Core i3 Processor (11th Gen),14,
